title,price,category,condition,material,description,url,combined_text,furniture_type,is_sofa,is_bed,is_table,is_chair,material_quality,material_type,length,width,height,volume,seating_capacity,is_new,is_used,condition_score,has_brand,is_imported,is_handmade,is_antique,is_modern,with_cushions,has_warranty,size_score,material_score,style_score,completeness_score,quality_score,capacity_score,price_per_volume,type_material_score
wooden door,25000.0,Furniture,New,,"Description 2 x door 4ft
original dyar ki lakri hai
with chokhat
double door 
price is final",https://www.olx.com.pk/item/wooden-door-iid-1105434308,"wooden door Description 2 x door 4ft
original dyar ki lakri hai
with chokhat
double door 
price is final",0,0,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,25000.0,0
Dewan \ sofa \ 3 seater dewan \ wooden dewan \ poshish dewan for sale,28000.0,Furniture,Used,,"Description -------------------dewan sofa-------------------

dewan sofa with cousions available in very reasonable rate
condition 10/10

price will be negotiable

only serious buyers contact on my whatsapp

0/3/2/1/8/8/3/0/4/1/0",https://www.olx.com.pk/item/dewan-sofa-3-seater-dewan-wooden-dewan-poshish-dewan-for-sale-iid-1105434318,"Dewan \ sofa \ 3 seater dewan \ wooden dewan \ poshish dewan for sale Description -------------------dewan sofa-------------------

dewan sofa with cousions available in very reasonable rate
condition 10/10

price will be negotiable

only serious buyers contact on my whatsapp

0/3/2/1/8/8/3/0/4/1/0",1,1,0,0,0,3,1,26.0,20.0,0.0,0.0,3.0,0,0,10,0,0,0,0,0,0,0,0.0,7,0,0,17,0.0,28000.0,7
Dressing table,20000.0,Furniture,Used,,"Description Dressing ta ble dual 
Lasani lakkri",https://www.olx.com.pk/item/dressing-table-iid-1105434347,"Dressing table Description Dressing ta ble dual 
Lasani lakkri",3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,20000.0,12
Table pure wood,50000.0,Furniture,Used,,Description A table | Table | table pure wood,https://www.olx.com.pk/item/table-pure-wood-iid-1105434348,Table pure wood Description A table | Table | table pure wood,3,0,0,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,50000.0,21
8.8 SALE on Twin Single Bed,62000.0,Bed,New,Wood,"Description Set included: Twin Single bed with 1 sidetable
Not included: Mattress & Bedding
Color: Baige, Blue, Grey, Green, Pink, Red,
===
Product details:
Material & Finish: Veneers wood frame/ MDF/ Regents Lux Velvet / Strip Design / Foam Padding/ Finish: Gold Plated, 
MDF Floor Required: Yes
===

Composition & Warranty/ Delivery Information:

Manufacture: United Furniture
Price: Price will be less upon request
Availability: Request under the order [IF out of stock]
Production time: 2 days
Delivery time- 3 days- 1 week after the order is place
==
Policies & Plans:
--
Warranty plan:

To provide our customers with added peace of mind, United Furniture Center has instituted the 
Solid Gold Warranty program. These extended Warranty Programs are Available on Veneers, MDF, Solid wood and Plywood,
===
Warranty plan: 30 Days Limited Solid wood and plywood

====

Online Order & Delivery: 

United Furniture Center secures and consolidates online orders placed by its customers. And after placing an order, it ensures safe and on-time delivery. 
Within one to two business days of placing an order, 
you will be contacted to schedule In-Home Delivery.",https://www.olx.com.pk/item/88-sale-on-twin-single-bed-iid-1089014544,"8.8 SALE on Twin Single Bed Description Set included: Twin Single bed with 1 sidetable
Not included: Mattress & Bedding
Color: Baige, Blue, Grey, Green, Pink, Red,
===
Product details:
Material & Finish: Veneers wood frame/ MDF/ Regents Lux Velvet / Strip Design / Foam Padding/ Finish: Gold Plated, 
MDF Floor Required: Yes
===

Composition & Warranty/ Delivery Information:

Manufacture: United Furniture
Price: Price will be less upon request
Availability: Request under the order [IF out of stock]
Production time: 2 days
Delivery time- 3 days- 1 week after the order is place
==
Policies & Plans:
--
Warranty plan:

To provide our customers with added peace of mind, United Furniture Center has instituted the 
Solid Gold Warranty program. These extended Warranty Programs are Available on Veneers, MDF, Solid wood and Plywood,
===
Warranty plan: 30 Days Limited Solid wood and plywood

====

Online Order & Delivery: 

United Furniture Center secures and consolidates online orders placed by its customers. And after placing an order, it ensures safe and on-time delivery. 
Within one to two business days of placing an order, 
you will be contacted to schedule In-Home Delivery.",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,1,0.0,7,0,2,12,0.0,62000.0,14
blanket of double bed and double ply,10000.0,Furniture,New,,Description we are selling a double ply double bed blanket. Its condition is 10 out of 10 only serious buyers can contact us.,https://www.olx.com.pk/item/blanket-of-double-bed-and-double-ply-iid-1093969761,blanket of double bed and double ply Description we are selling a double ply double bed blanket. Its condition is 10 out of 10 only serious buyers can contact us.,2,0,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,10000.0,8
Stylish 2 single beds best quality in your choice colours,35000.0,Bed,New,Wood,Description Stylish 2 Single beds best quality in your choice colours classic design,https://www.olx.com.pk/item/stylish-2-single-beds-best-quality-in-your-choice-colours-iid-1095418608,Stylish 2 single beds best quality in your choice colours Description Stylish 2 Single beds best quality in your choice colours classic design,2,0,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,1,0,0,0,0.0,4,3,0,9,0.0,35000.0,8
"Iron Bedroom Swing, 1 Seater",12000.0,Furniture,Used,,"Description Iron Bedroom Swing, 1 Seater. Good condition.",https://www.olx.com.pk/item/iron-bedroom-swing-1-seater-iid-1105434370,"Iron Bedroom Swing, 1 Seater Description Iron Bedroom Swing, 1 Seater. Good condition.",2,0,1,0,0,3,4,26.0,20.0,0.0,0.0,1.0,0,0,7,0,0,0,0,0,0,0,0.0,10,0,0,17,0.0,12000.0,20
"Book Racks For Sale – Strong, Stylish کتابوں کے ریک",30000.0,Furniture,New,,"Description   Book Racks Available!
 Stylish & Elegant Design
 Perfect for Home, Office & Library
 Affordable Price – Negotiable",https://www.olx.com.pk/item/book-racks-for-sale-strong-stylish--iid-1105434385,"Book Racks For Sale – Strong, Stylish کتابوں کے ریک Description   Book Racks Available!
 Stylish & Elegant Design
 Perfect for Home, Office & Library
 Affordable Price – Negotiable",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0.0,4,0,0,13,0.0,30000.0,0
sofa/Arabic Majlis/Hujra Bethak/saudi Majlis/running foot 03044333349,4000.0,Sofa,New,,Description sofa/Arabic Majlis/Hujra Bethak/saudi Majlis/running foot  (View phone number),https://www.olx.com.pk/item/sofaarabic-majlishujra-bethaksaudi-majlisrunning-foot-03044333349-iid-1103597212,sofa/Arabic Majlis/Hujra Bethak/saudi Majlis/running foot 03044333349 Description sofa/Arabic Majlis/Hujra Bethak/saudi Majlis/running foot  (View phone number),1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,4000.0,4
pop celling / pop celling / pvc celling / gypsam celling /,12000.0,Furniture,New,,"Description Contact for more information : +92We are providing Interior Design Service in Rawalpindi & Islamabad 
we deals in all kinds of 
*Gypsum Ceiling
*POP Ceiling
*Plastic Paris Ceiling
~price Rs 120 negotiable
“Your partners in building a great home. ”
• “Our reputation is as solid as concrete. ”
• “Helping you to build great homes. ”
~Various designs available or as per your requirement
Electrition services
Your satisfaction is our progress. . . . We deliver best of the best to our customers. . . . with premium quality of services. . . . . . We have team of professional, reliable 
*Painters, 
*Electrician 
*Plumber
. We deal in all kind of house hold/ office work. . . . . best part is that we meet our deadline which were given by from our valued clients. 

• Contact for more information : 0/3/1/1//8/4/6/1/2/4/4",https://www.olx.com.pk/item/pop-celling-pop-celling-pvc-celling-gypsam-celling-iid-1073053188,"pop celling / pop celling / pvc celling / gypsam celling / Description Contact for more information : +92We are providing Interior Design Service in Rawalpindi & Islamabad 
we deals in all kinds of 
*Gypsum Ceiling
*POP Ceiling
*Plastic Paris Ceiling
~price Rs 120 negotiable
“Your partners in building a great home. ”
• “Our reputation is as solid as concrete. ”
• “Helping you to build great homes. ”
~Various designs available or as per your requirement
Electrition services
Your satisfaction is our progress. . . . We deliver best of the best to our customers. . . . with premium quality of services. . . . . . We have team of professional, reliable 
*Painters, 
*Electrician 
*Plumber
. We deal in all kind of house hold/ office work. . . . . best part is that we meet our deadline which were given by from our valued clients. 

• Contact for more information : 0/3/1/1//8/4/6/1/2/4/4",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,12000.0,0
sale bed and wardrobe,30000.0,Bed,Used,Wood,"Description kids single bed and kids wardrobe for sale. 
price of bed is 20,000
price of wardrobe is 10,000",https://www.olx.com.pk/item/sale-bed-and-wardrobe-iid-1105434089,"sale bed and wardrobe Description kids single bed and kids wardrobe for sale. 
price of bed is 20,000
price of wardrobe is 10,000",2,0,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,30000.0,8
best condition,30000.0,Sofa,Used,,Description 3 in 1 sofa set in better condition,https://www.olx.com.pk/item/best-condition-iid-1105434092,best condition Description 3 in 1 sofa set in better condition,1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,30000.0,4
dressing table,12999.0,Furniture,Used,,Description dressing table for sale,https://www.olx.com.pk/item/dressing-table-iid-1105434096,dressing table Description dressing table for sale,3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,12999.0,12
best conditions koi toti nhi ha koi kharab nhi ha,20000.0,Furniture,Used,,Description best conditions chair and table  5 chair and 1 table,https://www.olx.com.pk/item/best-conditions-koi-toti-nhi-ha-koi-kharab-nhi-ha-iid-1105434107,best conditions koi toti nhi ha koi kharab nhi ha Description best conditions chair and table  5 chair and 1 table,3,0,0,1,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,20000.0,12
wooden bed with side table,15000.0,Bed,Used,Wood,Description The bed has a beautiful cushion headboard.,https://www.olx.com.pk/item/wooden-bed-with-side-table-iid-1105434116,wooden bed with side table Description The bed has a beautiful cushion headboard.,2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,1,0,0.0,7,0,1,12,0.0,15000.0,14
Master Molty Foam Mattress Just Like New (King Size 6 ft x 6.5 ft),16000.0,Bed,Used,Foam,"Description Size: King Size 6 feet x 6.5 feet (6 inches thick)
Condition 10/10
Owner Moved Abroad
Other House Furniture Also Available",https://www.olx.com.pk/item/master-molty-foam-mattress-just-like-new-king-size-6-ft-x-65-ft-iid-1105434149,"Master Molty Foam Mattress Just Like New (King Size 6 ft x 6.5 ft) Description Size: King Size 6 feet x 6.5 feet (6 inches thick)
Condition 10/10
Owner Moved Abroad
Other House Furniture Also Available",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,10,1,0,0,0,0,0,0,0.0,4,0,2,14,0.0,16000.0,0
KOREAN IMPORTED CHAIR OFFICE/STUDY/COMPUTER CHAIR,37000.0,Chair,New,,"Description IMPORTED STUDY OFFICE MULTI PURPOSE REVOLVING CHAIR WITH DIFFERENT FEATURES ,FOR COMPLETE FEATURES OF CHAIR WHATSAPP FOR VIDEO , HANDLE UP DOWN, BACK CUSHION, HEAD POSITION, UP DOWN, SEAT FRONT AND BACK, REVOLVING TYRES, BACK POSITION. NEED TO SELL URGENT  (Chat with seller) 
PRICE CAN BE NEGOTIABLE",https://www.olx.com.pk/item/korean-imported-chair-officestudycomputer-chair-iid-1105434155,"KOREAN IMPORTED CHAIR OFFICE/STUDY/COMPUTER CHAIR Description IMPORTED STUDY OFFICE MULTI PURPOSE REVOLVING CHAIR WITH DIFFERENT FEATURES ,FOR COMPLETE FEATURES OF CHAIR WHATSAPP FOR VIDEO , HANDLE UP DOWN, BACK CUSHION, HEAD POSITION, UP DOWN, SEAT FRONT AND BACK, REVOLVING TYRES, BACK POSITION. NEED TO SELL URGENT  (Chat with seller) 
PRICE CAN BE NEGOTIABLE",4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,1,0,0,0,1,0,0.0,4,2,1,9,0.0,37000.0,16
king size bed with side table and dressing and stool,42000.0,Furniture,Used,,Description a well condition dressing and king size bed,https://www.olx.com.pk/item/king-size-bed-with-side-table-and-dressing-and-stool-iid-1103015335,king size bed with side table and dressing and stool Description a well condition dressing and king size bed,2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,42000.0,8
spring mattress diamond,14000.0,Bed,Used,Others,Description spring mattress diamond  company,https://www.olx.com.pk/item/spring-mattress-diamond-iid-1104294114,spring mattress diamond Description spring mattress diamond  company,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,14000.0,0
cubberd,20000.0,Furniture,Used,,"Description 6.5foot length
24inch width
very good condition",https://www.olx.com.pk/item/cubberd-iid-1105434175,"cubberd Description 6.5foot length
24inch width
very good condition",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,20000.0,0
dressing table for sale,6000.0,Furniture,Used,,Description dressing table 8/10 condition ha only message ok condition only price ha agar bargening hui to rs500 sa kam nahi ho ga,https://www.olx.com.pk/item/dressing-table-for-sale-iid-1105434210,dressing table for sale Description dressing table 8/10 condition ha only message ok condition only price ha agar bargening hui to rs500 sa kam nahi ho ga,3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,8,0,0,0,0,0,0,0,0.0,4,0,0,12,0.0,6000.0,12
net chair imported metrial,13500.0,Furniture,New,,Description total imported machine pump and chair,https://www.olx.com.pk/item/net-chair-imported-metrial-iid-1105434212,net chair imported metrial Description total imported machine pump and chair,4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,1,0,0,0,0,0,0.0,4,2,0,9,0.0,13500.0,16
Zee Style Two Layer Center Table for Living Room,10000.0,Furniture,New,,"Description Zee Style Two Layer Center Table for Living Room
Size Length 48inch, Width 24inch or Height 20 Inch 
For details Whatsapp  (Chat with seller)",https://www.olx.com.pk/item/zee-style-two-layer-center-table-for-living-room-iid-1105434214,"Zee Style Two Layer Center Table for Living Room Description Zee Style Two Layer Center Table for Living Room
Size Length 48inch, Width 24inch or Height 20 Inch 
For details Whatsapp  (Chat with seller)",3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,10000.0,12
sofa poshish\furniture poshish with material\sofa polish\manufacturing,1500.0,Sofa,New,,"Description We manufacture All kind of furniture and repair / renew your product also

Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8",https://www.olx.com.pk/item/sofa-poshishfurniture-poshish-with-materialsofa-polishmanufacturing-iid-1104551778,"sofa poshish\furniture poshish with material\sofa polish\manufacturing Description We manufacture All kind of furniture and repair / renew your product also

Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8Your Trust is Our Responsibility
Delivery For All over pakistan 

Colour Customise {{ Apni Marzi Ka Mutabik }}*

Original Product Manufacturer

Graceful and decent design. Best Quality and Finishing

Solid wood structure and 1st quality material used

The colour scheme can be changed according to your choice

Elegant Corner Sofa set
Dewaan sofa
5 seater Sofa
7 seater Sofa
SOFA CUMBED
L Shape sofa
Sofa Cum Bed 
Sofa Set 
Puffy Set

*selling all types of furniture. * 

Customer satisfaction is our first priority

For more details click on. 

Call/ Sms/ Inbox /Or Whatsapp To Book Your Order Now: 0\3\2\1\4\2\8\8\1\6\8",1,1,1,0,0,3,1,26.0,20.0,0.0,0.0,5.0,1,1,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,1500.0,7
