Title,Price,Category,Condition,Material,Description,URL
Featured,350000.0,Wardrobe,Used,Wood,"Wardrobe / Media wall /Wall panelling /Wooden Floor /wood work DHA Defence Phase 5, Islamabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/wardrobe-media-wall-wall-panelling-wooden-floor-wood-work-iid-1107893797
Featured,80000.0,Bed,Used,,"Lowline double bed set | Luxury Bed | Side Tables + Dressing Table Naval Anchorage, Islamabad•5 days ago Call Chat",https://www.olx.com.pk/item/lowline-double-bed-set-luxury-bed-side-tables-dressing-table-iid-1109195538
Featured,7500.0,Furniture,Used,,"Medicated mattress for sale /spring mattress for sale/ free delivery Ferozepur Road, Lahore•16 hours ago Call Chat",https://www.olx.com.pk/item/medicated-mattress-for-sale-spring-mattress-for-sale-free-delivery-iid-1109569325
Featured,90000.0,Chair,New,Leather,"Brand new Reclining Leather Chair Gulberg 3, Lahore•5 days ago Call Chat",https://www.olx.com.pk/item/brand-new-reclining-leather-chair-iid-1109447289
Featured,9000.0,Chair,Used,,"Chairs - Office Chairs - Executive Chairs - Study Chair - Gaming Chair Gulistan-e-Jauhar, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/chairs-office-chairs-executive-chairs-study-chair-gaming-chair-iid-1108098876
Featured,1000.0,Table,Used,,"Conference Tables / office table / Workstations / Executive Tables Model Town, Lahore•4 weeks ago Call Chat",https://www.olx.com.pk/item/conference-tables-office-table-workstations-executive-tables-iid-1108650115
Featured,250000.0,Furniture,Used,,"Bamboo Huts/Bamboo Wall/animal shelter Homes/Jafri walls/Jafri Shade Clifton, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/bamboo-hutsbamboo-wallanimal-shelter-homesjafri-wallsjafri-shade-iid-1108885493
Featured,5000.0,Sofa,Used,Fabric,"Sofa maker | Fabric change | Sofa set maker | sofa repairing Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/sofa-maker-fabric-change-sofa-set-maker-sofa-repairing-iid-1107996596
Featured,1000.0,Sofa,Used,,"Luxury Sofa Sets Available – All Designs & Sizes Shah Rukn-e-Alam Colony, Multan•1 day ago Call Chat",https://www.olx.com.pk/item/luxury-sofa-sets-available-all-designs-sizes-iid-1109549175
Featured,55000.0,Table,Used,,"Dining Table - 6 Seater Dining Table - Dining Table With Dining Chair DHA Defence, Islamabad•3 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/dining-table-6-seater-dining-table-dining-table-with-dining-chair-iid-1099666039
Featured,32999.0,Bed,Used,,"Bed | King Size Bed | Double Bed (2 Side + Dessing Table )| Queen Size Johar Town, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/bed-king-size-bed-double-bed-2-side-dessing-table-queen-size-iid-1108828841
Featured,15000.0,Table,Used,,"Office chairs, Draws,Tables, Office Tables, Visitor Chairs, Racks, Us Johar Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/office-chairs-drawstables-office-tables-visitor-chairs-racks-us-iid-1109123212
Featured,31000.0,Sofa,Used,,"L shape sofa /corner sofa /5 seater sofa /6 seater sofa /7 seater sofa E-11/2, Islamabad•1 day ago Call Chat",https://www.olx.com.pk/item/l-shape-sofa-corner-sofa-5-seater-sofa-6-seater-sofa-7-seater-sofa-iid-1109557164
Featured,70000.0,Sofa,Used,,"sofa set DHA Phase 6, Lahore•2 weeks ago Chat",https://www.olx.com.pk/item/sofa-set-iid-1105663996
Featured,3499.0,Table,Used,,"Computer Tables/Office Table/Study Tables/Workstations/Meeting Tables DHA Phase 1, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/computer-tablesoffice-tablestudy-tablesworkstationsmeeting-tables-iid-1088031612
Featured,22500.0,Furniture,Used,Iron,"Garden benches- outdoor benches-Bench-Iron benches-bench for sale Airport Avenue Housing Society, Islamabad•4 weeks ago Call Chat",https://www.olx.com.pk/item/garden-benches-outdoor-benches-bench-iron-benches-bench-for-sale-iid-1108681377
Featured,16000.0,Chair,Used,,"Salon Chair - Saloon Chair - Parlour Chair - Manicure - Pedicure Chair Bahria Town, Islamabad•3 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/salon-chair-saloon-chair-parlour-chair-manicure-pedicure-chair-iid-1097098585
Featured,10500.0,Bed,Used,Wood,"Single Bed Wooden/single bed solid wood/single bed set/single bed Muslim Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/single-bed-woodensingle-bed-solid-woodsingle-bed-setsingle-bed-iid-1109178073
Featured,45000.0,Bed,Used,,"Bed /double bed/king size bed set/bedroom furniture/bridal set G-12, Islamabad•5 days ago Call Chat",https://www.olx.com.pk/item/bed-double-bedking-size-bed-setbedroom-furniturebridal-set-iid-1108337212
Featured,7500.0,Sofa,Used,,"Rope Chair outdor garden rooftop cafe dining table chairs and sofa set Bahria Town, Islamabad•4 weeks ago Call Chat",https://www.olx.com.pk/item/rope-chair-outdor-garden-rooftop-cafe-dining-table-chairs-and-sofa-set-iid-1107604517
Featured,4200.0,Chair,Used,Wood,"Office Chair/Visitor Chair/Wooden Chair/Computer Chair/Staff Chair Gulberg 3, Lahore•2 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/office-chairvisitor-chairwooden-chaircomputer-chairstaff-chair-iid-1108960003
Featured,6500.0,Chair,Used,,"Executive office chairs- staff chairs -revolving chair for sale- chair DHA Defence, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/executive-office-chairs-staff-chairs-revolving-chair-for-sale-chair-iid-1107229589
Featured,4999.0,Table,Used,,"Office chairs, Office table, Draws, Tables, Racks, Computer Table, use Murree Road, Rawalpindi•5 days ago Call Chat",https://www.olx.com.pk/item/office-chairs-office-table-draws-tables-racks-computer-table-use-iid-1109448149
Featured,5499.0,Table,Used,,"Computer table | work stations | clusters | cubical Model Town Link Road, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/computer-table-work-stations-clusters-cubical-iid-1013178791
Featured,29999.0,Bed,Used,,"double bed, king size bed, side tables, home furniture, room furnitur GT Road, Muridike•4 days ago Call Chat",https://www.olx.com.pk/item/double-bed-king-size-bed-side-tables-home-furniture-room-furnitur-iid-1107014808
Featured,55000.0,Furniture,Used,Wood,"vinyl flooring wooden laminated pvc floor wallpapers artificial grass Defence View Society, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/vinyl-flooring-wooden-laminated-pvc-floor-wallpapers-artificial-grass-iid-1084374098
Featured,39999.0,Bed,Used,,"Bed / bed set / king size bed / double bed / poshish bed /Furniture Main Boulevard DHA Defence, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/bed-bed-set-king-size-bed-double-bed-poshish-bed-furniture-iid-1108404855
Featured,32000.0,Table,Used,,"Office Table | Computer Table | Staff Table | Manager Table | Table Bahadurabad, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/office-table-computer-table-staff-table-manager-table-table-iid-1108462706
Featured,1000.0,Sofa,Used,,"sofa set/U shape sofa/L shape sofa/corner sofa/10 seater sofa set DHA Defence, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/sofa-setu-shape-sofal-shape-sofacorner-sofa10-seater-sofa-set-iid-1109247806
Featured,35000.0,Table,Used,,"Dressing Tables Gulshan-e-Iqbal, Karachi•2 weeks ago Chat",https://www.olx.com.pk/item/dressing-tables-iid-1109091317
Featured,50000.0,Table,Used,Metal,"6 seater dining table/UV top table/metal steel chair/luxury dining set Cantt, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/6-seater-dining-tableuv-top-tablemetal-steel-chairluxury-dining-set-iid-1108887323
Featured,65000.0,Sofa,Used,,"7-seater sofa / 5-seater sofa / Corner sofa/ L-shape sofa / F-11, Islamabad•5 days ago Call Chat",https://www.olx.com.pk/item/7-seater-sofa-5-seater-sofa-corner-sofa-l-shape-sofa-iid-1108357342
Featured,1000.0,Sofa,Used,,"Sofa set / Five, 6, 7 Seater / L Shape / Corner Sofa Bahria Town - Sector D, Lahore•3 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/sofa-set-five-6-7-seater-l-shape-corner-sofa-iid-1108890601
Featured,3499.0,Sofa,New,,"sofa set renew Kurri Road, Rawalpindi•3 days ago Chat",https://www.olx.com.pk/item/sofa-set-renew-iid-1109511665
Featured,1000.0,Table,Used,,"8 chairs dining table. / poshish dining table Johar Town Phase 1, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/8-chairs-dining-table-poshish-dining-table-iid-1108858093
Featured,75000.0,Table,Used,,"Dual Motor Height adjustable standing desk frame hydraulic table Pak Arab Housing Society Phase 1, Lahore•1 day ago Call Chat",https://www.olx.com.pk/item/dual-motor-height-adjustable-standing-desk-frame-hydraulic-table-iid-1105918317
Featured,18999.0,Bed,Used,Iron,"Heavy Bunk Bed | Kids Bed | Bunker Bed | Iron Bed | 03216287005 Main Boulevard Gulberg, Lahore•4 weeks ago Call Chat",https://www.olx.com.pk/item/heavy-bunk-bed-kids-bed-bunker-bed-iron-bed-03216287005-iid-1100813244
Featured,2400.0,Furniture,Used,,"green net/umbrellas/tent/korianTarpal/jali/Camping tent/foji tarpal Jubilee Town, Lahore•4 days ago Call Chat",https://www.olx.com.pk/item/green-netumbrellastentkoriantarpaljalicamping-tentfoji-tarpal-iid-1093745274
Featured,38000.0,Furniture,Used,,"Furniture for Sale F-11/2, Islamabad•3 weeks ago Chat",https://www.olx.com.pk/item/furniture-for-sale-iid-1108949896
Featured,450000.0,Furniture,New,Wood,"Pvc doors,Fiber doors, Floding door/wooden door/new door/fiber door Daewoo Road, Faisalabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/pvc-doorsfiber-doors-floding-doorwooden-doornew-doorfiber-door-iid-1108684594
Featured,21500.0,Sofa,Used,,"Sofa Bed with Storage-Sofa cumbed-Sofa bed - Cumbed Thokar Niaz Baig, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/sofa-bed-with-storage-sofa-cumbed-sofa-bed-cumbed-iid-1109290237
Featured,6500.0,Furniture,Used,,"Electric Under Blanket Heating Pad Sheet Over Heated Blankets bistar Hall Road, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/electric-under-blanket-heating-pad-sheet-over-heated-blankets-bistar-iid-1107510347
Featured,2000.0,Furniture,Used,,"Furniture Iqbal Block, Lahore•3 days ago Call Chat",https://www.olx.com.pk/item/furniture-iid-1109453127
Featured,5000.0,Furniture,Used,,"Gaming setup DHA Phase 5, Lahore•4 days ago Call Chat",https://www.olx.com.pk/item/gaming-setup-iid-1109456994
Featured,3500.0,Sofa,Used,,"Chair repairing and sofa & cusion maker centre (03334286925) Gulshan-e-Iqbal Town, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/chair-repairing-and-sofa-cusion-maker-centre-03334286925-iid-1108166268
Featured,20000.0,Bed,Used,Wood,"bed,double bed,king size bed,polish bed,bed for sale,wooden bed, G-11, Islamabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/beddouble-bedking-size-bedpolish-bedbed-for-salewooden-bed-iid-1089438667
Featured,35000.0,Bed,Used,,"Branded Double Bed/Single Bed Side Table/Dressing/King size Bed F-7, Islamabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/branded-double-bedsingle-bed-side-tabledressingking-size-bed-iid-1078575612
Featured,70000.0,Wardrobe,Used,,"am sell big wardrobe Allama Iqbal Town - Jahanzeb Block, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/am-sell-big-wardrobe-iid-1107397885
Featured,55000.0,Sofa,Used,,"6 seater terry 321 Lsofa set ghar ka saman for sale bed dinning decor Saddar, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/6-seater-terry-321-lsofa-set-ghar-ka-saman-for-sale-bed-dinning-decor-iid-1109318237
Featured,45000.0,Sofa,Used,Rattan,"5 seater rattan sofa set/UPVC Chair/restaurant furniture/outdoor sofa Bahria Town, Islamabad•6 days ago Call Chat",https://www.olx.com.pk/item/5-seater-rattan-sofa-setupvc-chairrestaurant-furnitureoutdoor-sofa-iid-1105544820
Featured,60000.0,Bed,Used,,"Bed Set || King Size Bed With 2 Side Table + Matress || BedRoom Set Adiala Road, Rawalpindi•1 day ago Call Chat",https://www.olx.com.pk/item/bed-set-king-size-bed-with-2-side-table-matress-bedroom-set-iid-1109549503
Featured,65000.0,Furniture,Used,,"Artificial grass carpet Astro turf Sports Padel turf courts by Grand i Korangi Creek Cantonment, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/artificial-grass-carpet-astro-turf-sports-padel-turf-courts-by-grand-i-iid-1084372516
Featured,6999.0,Furniture,Used,,"Grohe Muslim Shower | Bathroom Accessories & Sanitary Fittings | Grohe Bahria Orchard, Lahore•3 days ago Call Chat",https://www.olx.com.pk/item/grohe-muslim-shower-bathroom-accessories-sanitary-fittings-grohe-iid-1109514683
Featured,1000.0,Bed,Used,Wood,"Double bed / bed set / king size bed / wooden bed / bed / Furniture Others, Rawalakot•2 weeks ago Call Chat",https://www.olx.com.pk/item/double-bed-bed-set-king-size-bed-wooden-bed-bed-furniture-iid-1109063154
Featured,1000.0,Sofa,Used,Wood,"Sofa For Sale || 7 Seater Sofa || Solid wood Molty Foam Sofa Set Askari 14, Rawalpindi•3 days ago Call Chat",https://www.olx.com.pk/item/sofa-for-sale-7-seater-sofa-solid-wood-molty-foam-sofa-set-iid-1109480811
Featured,70000.0,Sofa,Used,,"7 seater sofa / poshish sofa Johar Town Phase 1, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/7-seater-sofa-poshish-sofa-iid-1108858213
Featured,95000.0,Table,Used,Glass,"Dining Table | Chinioti Dining | Six Chairs Dining | Top Glass Naval Anchorage, Islamabad•5 days ago Call Chat",https://www.olx.com.pk/item/dining-table-chinioti-dining-six-chairs-dining-top-glass-iid-1109443311
Featured,29999.0,Bed,Used,,"Beds | Poshis Beds | King Size Beds | Queen Size Beds | Custimize Bed Allama Iqbal Town, Lahore•3 days ago Call Chat",https://www.olx.com.pk/item/beds-poshis-beds-king-size-beds-queen-size-beds-custimize-bed-iid-1109512555
Featured,2000.0,Bed,Used,Wood,"Bed side table dressing / Double bed / King Bed / Wooden Furniture Lake City, Lahore•3 weeks ago Call Chat WhatsApp",https://www.olx.com.pk/item/bed-side-table-dressing-double-bed-king-bed-wooden-furniture-iid-1108890317
Featured,32000.0,Bed,Used,,"Saloon Chair Parlour Chair Bed Massage Chair Trolley,Massage Bed Township, Lahore•4 weeks ago Call Chat",https://www.olx.com.pk/item/saloon-chair-parlour-chair-bed-massage-chair-trolleymassage-bed-iid-1081170789
Featured,8000.0,Chair,Used,,"Office Chair | Gaming chair | office chairs | karachi | visitor chairs Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/office-chair-gaming-chair-office-chairs-karachi-visitor-chairs-iid-1108939932
Featured,29999.0,Bed,Used,Wood,"Beds | Wooden Beds | King Size Beds | Queen Size Beds | Custimize Beds Samanabad, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/beds-wooden-beds-king-size-beds-queen-size-beds-custimize-beds-iid-1107014740
Featured,2000.0,Sofa,Used,,"office Sofa-mesh Sofa-visitor Sofa-staff room Sofa-meeting Sofa Wapda City, Faisalabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/office-sofa-mesh-sofa-visitor-sofa-staff-room-sofa-meeting-sofa-iid-1109030152
Featured,33000.0,Bed,Used,Wood,"Double Bed - Bed Set - Bed Dressing Side Table - Wooden Poshish Bed Model Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/double-bed-bed-set-bed-dressing-side-table-wooden-poshish-bed-iid-1107783564
Featured,6500.0,Chair,Used,,"Visitor Chair/Staff Chair/Office Chair/Computer Chair/Mesh Chair Model Town, Lahore•5 days ago Call Chat",https://www.olx.com.pk/item/visitor-chairstaff-chairoffice-chaircomputer-chairmesh-chair-iid-1108960475
Featured,60000.0,Sofa,Used,Glass,"Sofa set with glass top table Johar Town Phase 2, Lahore•4 days ago Chat",https://www.olx.com.pk/item/sofa-set-with-glass-top-table-iid-1109396718
Featured,9000.0,Bed,Used,Wood,"Single Bed / Poshish Single beds - wooden Single bed / Single bed Chungi Amar Sadhu, Lahore•6 days ago Call Chat",https://www.olx.com.pk/item/single-bed-poshish-single-beds-wooden-single-bed-single-bed-iid-1105562860
Featured,9500.0,Table,Used,,"Office Table/Workstation | Call Center | LaptopTable | Computer Table DHA Defence, Lahore•2 days ago Call Chat",https://www.olx.com.pk/item/office-tableworkstation-call-center-laptoptable-computer-table-iid-1107177938
Featured,21999.0,Chair,Used,,"Office chair/computer chair/import chair/study chair/chairs North Nazimabad, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/office-chaircomputer-chairimport-chairstudy-chairchairs-iid-1097058942
Featured,1000.0,Sofa,Used,,"U shape sofa/L shape sofa/corner sofa/10 seater sofa set/sofa set Allama Iqbal Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/u-shape-sofal-shape-sofacorner-sofa10-seater-sofa-setsofa-set-iid-1109248396
Featured,7000.0,Chair,Used,,"Office Chair/ Revolving Chair/Study Chair/Gaming Chair/Executive Chai DHA Defence, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/office-chair-revolving-chairstudy-chairgaming-chairexecutive-chai-iid-1097202609
Featured,7900.0,Table,Used,,"Computer Table. Study Table. Workstation for Home and Office. I-8 Markaz, Islamabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/computer-table-study-table-workstation-for-home-and-office-iid-1105573565
Featured,45000.0,Sofa,Used,,"Home furniture for sale /dinning /sofa sets/bed set/console mirror Johar Town, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/home-furniture-for-sale-dinning-sofa-setsbed-setconsole-mirror-iid-1098419988
Featured,2000.0,Bed,Used,,"Full Bed Room Set Sharifabad, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/full-bed-room-set-iid-1108772071
Featured,30000.0,Table,Used,,"office table workstation Khanna Pul, Islamabad•4 weeks ago Call Chat",https://www.olx.com.pk/item/office-table-workstation-iid-1108656827
Featured,75000.0,Chair,Used,Glass,"Round shape dining - 6 person dining - glass top dining with chairs G-11/3, Islamabad•13 hours ago Call Chat",https://www.olx.com.pk/item/round-shape-dining-6-person-dining-glass-top-dining-with-chairs-iid-1109343470
Featured,35000.0,Sofa,Used,Rattan,"swimming pool chairs/rattan dining table/outdoor sofa set/PVC chairs Murree Road, Rawalpindi•5 days ago Call Chat",https://www.olx.com.pk/item/swimming-pool-chairsrattan-dining-tableoutdoor-sofa-setpvc-chairs-iid-1065549565
